clearLog4js - Log4js | Level Filter: 
14:19:12 DEBUG Log4js - defineMethod: Byte::construct[Number]
14:19:12 DEBUG Log4js - defineMethod: Byte::construct[String]
14:19:12 DEBUG Log4js - defineMethod: Byte::parseByte[String, Number]
14:19:12 DEBUG Log4js - defineMethod: Byte::parseByte[String]
14:19:12 DEBUG Log4js - defineMethod: Byte::$valueOf[String]
14:19:12 DEBUG Log4js - defineMethod: Byte::$valueOf[Number]
14:19:12 DEBUG Log4js - defineMethod: Byte::$valueOf[String, Number]
14:19:12 DEBUG Log4js - defineMethod: Byte::equals[Object]
14:19:12 DEBUG Log4js - defineMethod: Byte::decode[~S]
14:19:12 DEBUG Log4js - defineMethod: Boolean::construct[~B]
14:19:12 DEBUG Log4js - defineMethod: Boolean::construct[~S]
14:19:12 DEBUG Log4js - defineMethod: Boolean::parseBoolean[~S]
14:19:12 DEBUG Log4js - defineMethod: Boolean::booleanValue[]
14:19:12 DEBUG Log4js - defineMethod: Boolean::$valueOf[~B]
14:19:12 DEBUG Log4js - defineMethod: Boolean::$valueOf[~S]
14:19:12 DEBUG Log4js - defineMethod: Boolean::toString[~B]
14:19:12 DEBUG Log4js - defineMethod: Boolean::toString[]
14:19:12 DEBUG Log4js - overrideMethod: Boolean::hashCode[]
14:19:12 DEBUG Log4js - overrideMethod: Boolean::equals[~O]
14:19:12 DEBUG Log4js - defineMethod: Boolean::getBoolean[~S]
14:19:12 DEBUG Log4js - overrideMethod: Boolean::compareTo[Boolean]
14:19:12 DEBUG Log4js - defineMethod: Boolean::toBoolean[~S]
14:19:12 DEBUG Log4js - defineMethod: java.lang.Character::construct[~N]
14:19:12 DEBUG Log4js - defineMethod: java.lang.Character::charValue[]
14:19:12 DEBUG Log4js - overrideMethod: java.lang.Character::hashCode[]
14:19:12 DEBUG Log4js - overrideMethod: java.lang.Character::equals[~O]
14:19:12 DEBUG Log4js - overrideMethod: java.lang.Character::compareTo[Character]
14:19:12 DEBUG Log4js - defineMethod: java.lang.Character::toLowerCase[~N]
14:19:12 DEBUG Log4js - defineMethod: java.lang.Character::toUpperCase[~N]
14:19:12 DEBUG Log4js - defineMethod: java.lang.Character::isDigit[~N]
14:19:12 DEBUG Log4js - defineMethod: java.lang.Character::isUpperCase[~N]
14:19:12 DEBUG Log4js - defineMethod: java.lang.Character::isLowerCase[~N]
14:19:12 DEBUG Log4js - defineMethod: java.lang.Character::isWhitespace[~N]
14:19:12 DEBUG Log4js - defineMethod: java.lang.Character::isLetter[~N]
14:19:12 DEBUG Log4js - defineMethod: java.lang.Character::isLetterOrDigit[~N]
14:19:12 DEBUG Log4js - defineMethod: java.lang.Character::isSpaceChar[~N]
14:19:12 DEBUG Log4js - defineMethod: java.lang.Character::digit[~N,~N]
14:19:12 DEBUG Log4js - defineMethod: java.lang.Character::toString[]
14:19:12 DEBUG Log4js - defineMethod: java.lang.Character::toString[~N]
14:19:12 DEBUG Log4js - defineMethod: java.lang.reflect.Array::newInstance[Class,~N]
14:19:12 DEBUG Log4js - defineMethod: java.util.Date::clone[]
14:19:12 DEBUG Log4js - defineMethod: java.util.Date::before[java.util.Date]
14:19:12 DEBUG Log4js - defineMethod: java.util.Date::after[java.util.Date]
14:19:12 DEBUG Log4js - defineMethod: java.util.Date::equals[Object]
14:19:12 DEBUG Log4js - defineMethod: java.util.Date::compareTo[java.util.Date]
14:19:13 DEBUG Log4js - defineMethod: java.util.Date::compareTo[Object]
14:19:13 DEBUG Log4js - defineMethod: java.util.Date::hashCode[]
14:19:13 DEBUG Log4js - defineMethod: java.util.EventObject::construct[~O]
14:19:13 DEBUG Log4js - defineMethod: java.util.EventObject::getSource[]
14:19:13 DEBUG Log4js - overrideMethod: java.util.EventObject::toString[]
14:19:13 DEBUG Log4js - defineMethod: java.util.EventListenerProxy::construct[java.util.EventListener]
14:19:13 DEBUG Log4js - defineMethod: java.util.EventListenerProxy::getListener[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.Throwable::construct[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.Throwable::construct[~S]
14:19:13 DEBUG Log4js - defineMethod: java.lang.Throwable::construct[~S,Throwable]
14:19:13 DEBUG Log4js - defineMethod: java.lang.Throwable::construct[Throwable]
14:19:13 DEBUG Log4js - defineMethod: java.lang.Throwable::getMessage[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.Throwable::getLocalizedMessage[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.Throwable::getCause[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.Throwable::initCause[Throwable]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.Throwable::toString[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.Throwable::printStackTrace[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.Throwable::printStackTrace[java.io.PrintStream]
14:19:13 DEBUG Log4js - defineMethod: java.lang.Throwable::printStackTrace[java.io.PrintWriter]
14:19:13 DEBUG Log4js - defineMethod: java.lang.Throwable::fillInStackTrace[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.Throwable::setStackTrace[~A]
14:19:13 DEBUG Log4js - defineMethod: java.lang.StackTraceElement::construct[~S,~S,~S,~N]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.StackTraceElement::equals[~O]
14:19:13 DEBUG Log4js - defineMethod: java.lang.StackTraceElement::getClassName[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.StackTraceElement::getFileName[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.StackTraceElement::getLineNumber[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.StackTraceElement::getMethodName[]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.StackTraceElement::hashCode[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.StackTraceElement::isNativeMethod[]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.StackTraceElement::toString[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.AssertionError::construct[~O]
14:19:13 DEBUG Log4js - defineMethod: java.lang.AssertionError::construct[~B]
14:19:13 DEBUG Log4js - defineMethod: java.lang.AssertionError::construct[~N]
14:19:13 DEBUG Log4js - defineMethod: java.lang.AssertionError::construct[~N]
14:19:13 DEBUG Log4js - defineMethod: java.lang.AssertionError::construct[~N]
14:19:13 DEBUG Log4js - defineMethod: java.lang.AssertionError::construct[~N]
14:19:13 DEBUG Log4js - defineMethod: java.lang.AssertionError::construct[~N]
14:19:13 DEBUG Log4js - defineMethod: java.lang.ExceptionInInitializerError::construct[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.ExceptionInInitializerError::construct[~S]
14:19:13 DEBUG Log4js - defineMethod: java.lang.ExceptionInInitializerError::construct[Throwable]
14:19:13 DEBUG Log4js - defineMethod: java.lang.ExceptionInInitializerError::getException[]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.ExceptionInInitializerError::getCause[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.ThreadDeath::construct[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.ArrayIndexOutOfBoundsException::construct[~N]
14:19:13 DEBUG Log4js - defineMethod: java.lang.ClassNotFoundException::construct[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.ClassNotFoundException::construct[~S]
14:19:13 DEBUG Log4js - defineMethod: java.lang.ClassNotFoundException::construct[~S,Throwable]
14:19:13 DEBUG Log4js - defineMethod: java.lang.ClassNotFoundException::getException[]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.ClassNotFoundException::getCause[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.IllegalArgumentException::construct[Throwable]
14:19:13 DEBUG Log4js - defineMethod: java.lang.IllegalStateException::construct[Throwable]
14:19:13 DEBUG Log4js - defineMethod: java.lang.SecurityException::construct[Throwable]
14:19:13 DEBUG Log4js - defineMethod: java.lang.StringIndexOutOfBoundsException::construct[~N]
14:19:13 DEBUG Log4js - defineMethod: java.lang.UnsupportedOperationException::construct[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.UnsupportedOperationException::construct[Throwable]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.InvocationTargetException::construct[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.InvocationTargetException::construct[Throwable]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.InvocationTargetException::construct[Throwable,~S]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.InvocationTargetException::getTargetException[]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.reflect.InvocationTargetException::getCause[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.UndeclaredThrowableException::construct[Throwable]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.UndeclaredThrowableException::construct[Throwable,~S]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.UndeclaredThrowableException::getUndeclaredThrowable[]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.reflect.UndeclaredThrowableException::getCause[]
14:19:13 DEBUG Log4js - defineMethod: java.io.InvalidClassException::construct[~S,~S]
14:19:13 DEBUG Log4js - defineMethod: java.io.InvalidClassException::getMessage[]
14:19:13 DEBUG Log4js - defineMethod: java.io.WriteAbortedException::construct[~S,Exception]
14:19:13 DEBUG Log4js - defineMethod: java.io.WriteAbortedException::getMessage[]
14:19:13 DEBUG Log4js - overrideMethod: java.io.WriteAbortedException::getCause[]
14:19:13 DEBUG Log4js - defineMethod: java.util.ConcurrentModificationException::construct[]
14:19:13 DEBUG Log4js - defineMethod: java.util.MissingResourceException::construct[~S,~S,~S]
14:19:13 DEBUG Log4js - defineMethod: java.util.MissingResourceException::getClassName[]
14:19:13 DEBUG Log4js - defineMethod: java.util.MissingResourceException::getKey[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.AccessibleObject::construct[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.AccessibleObject::isAccessible[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.AccessibleObject::setAccessible[~A,~B]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.AccessibleObject::setAccessible[~B]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.reflect.AccessibleObject::isAnnotationPresent[Class]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.reflect.AccessibleObject::getDeclaredAnnotations[]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.reflect.AccessibleObject::getAnnotations[]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.reflect.AccessibleObject::getAnnotation[Class]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.AccessibleObject::marshallArguments[~A,~A]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.AccessibleObject::invokeV[~O,~A]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.AccessibleObject::invokeL[~O,~A]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.AccessibleObject::invokeI[~O,~A]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.AccessibleObject::invokeJ[~O,~A]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.AccessibleObject::invokeF[~O,~A]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.AccessibleObject::invokeD[~O,~A]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Modifier::construct[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Modifier::isAbstract[~N]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Modifier::isFinal[~N]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Modifier::isInterface[~N]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Modifier::isNative[~N]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Modifier::isPrivate[~N]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Modifier::isProtected[~N]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Modifier::isPublic[~N]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Modifier::isStatic[~N]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Modifier::isStrict[~N]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Modifier::isSynchronized[~N]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Modifier::isTransient[~N]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Modifier::isVolatile[~N]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Modifier::toString[~N]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Constructor::construct[Class,~A,~A,~N]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.reflect.Constructor::getTypeParameters[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Constructor::toGenericString[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Constructor::getGenericParameterTypes[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Constructor::getGenericExceptionTypes[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Constructor::getParameterAnnotations[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Constructor::isVarArgs[]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.reflect.Constructor::isSynthetic[]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.reflect.Constructor::equals[~O]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.reflect.Constructor::getDeclaringClass[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Constructor::getExceptionTypes[]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.reflect.Constructor::getModifiers[]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.reflect.Constructor::getName[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Constructor::getParameterTypes[]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.reflect.Constructor::hashCode[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Constructor::newInstance[~A]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.reflect.Constructor::toString[]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.reflect.Field::isSynthetic[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Field::toGenericString[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Field::isEnumConstant[]
14:19:13 DEBUG Log4js - defineMethod: java.lang.reflect.Field::getGenericType[]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.reflect.Field::equals[~O]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.reflect.Field::getDeclaringClass[]
14:19:13 DEBUG Log4js - overrideMethod: java.lang.reflect.Field::getName[]
14:19:14 DEBUG Log4js - defineMethod: java.lang.reflect.Field::getType[]
14:19:14 DEBUG Log4js - overrideMethod: java.lang.reflect.Field::hashCode[]
14:19:14 DEBUG Log4js - overrideMethod: java.lang.reflect.Field::toString[]
14:19:14 DEBUG Log4js - defineMethod: java.lang.reflect.Method::construct[Class,~S,~A,Class,~A,~N]
14:19:14 DEBUG Log4js - overrideMethod: java.lang.reflect.Method::getTypeParameters[]
14:19:14 DEBUG Log4js - defineMethod: java.lang.reflect.Method::toGenericString[]
14:19:14 DEBUG Log4js - defineMethod: java.lang.reflect.Method::getGenericParameterTypes[]
14:19:14 DEBUG Log4js - defineMethod: java.lang.reflect.Method::getGenericExceptionTypes[]
14:19:14 DEBUG Log4js - defineMethod: java.lang.reflect.Method::getGenericReturnType[]
14:19:14 DEBUG Log4js - defineMethod: java.lang.reflect.Method::getParameterAnnotations[]
14:19:14 DEBUG Log4js - defineMethod: java.lang.reflect.Method::isVarArgs[]
14:19:14 DEBUG Log4js - defineMethod: java.lang.reflect.Method::isBridge[]
14:19:14 DEBUG Log4js - overrideMethod: java.lang.reflect.Method::isSynthetic[]
14:19:14 DEBUG Log4js - defineMethod: java.lang.reflect.Method::getDefaultValue[]
14:19:14 DEBUG Log4js - overrideMethod: java.lang.reflect.Method::equals[~O]
14:19:14 DEBUG Log4js - overrideMethod: java.lang.reflect.Method::getDeclaringClass[]
14:19:14 DEBUG Log4js - defineMethod: java.lang.reflect.Method::getExceptionTypes[]
14:19:14 DEBUG Log4js - overrideMethod: java.lang.reflect.Method::getModifiers[]
14:19:14 DEBUG Log4js - overrideMethod: java.lang.reflect.Method::getName[]
14:19:14 DEBUG Log4js - defineMethod: java.lang.reflect.Method::getParameterTypes[]
14:19:14 DEBUG Log4js - defineMethod: java.lang.reflect.Method::getReturnType[]
14:19:14 DEBUG Log4js - overrideMethod: java.lang.reflect.Method::hashCode[]
14:19:14 DEBUG Log4js - defineMethod: java.lang.reflect.Method::invoke[~O,~A]
14:19:14 DEBUG Log4js - overrideMethod: java.lang.reflect.Method::toString[]
14:19:14 DEBUG Log4js - defineMethod: java.net.URLEncoder::encode[~S]
14:19:14 DEBUG Log4js - defineMethod: java.net.URLEncoder::encode[~S,~S]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.ARunnable::getClazz[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.ARunnable::setClazz[Class]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.AClass::load[~S,Runnable]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SWTHelper::syncExec[$wt.widgets.Display,Runnable]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimpleSerializable::serialize[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimpleSerializable::serializeString[StringBuffer,~S]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimpleSerializable::deserialize[~S]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimpleSerializable::fieldMapping[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimpleSerializable::parseInstance[~S]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimplePipeHelper::registerPipe[~S,net.sf.j2s.ajax.SimplePipeRunnable]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimplePipeHelper::removePipe[~S]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimplePipeHelper::getPipe[~S]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimpleRPCRunnable::getHttpURL[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimpleRPCRunnable::getHttpMethod[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimpleRPCRunnable::ajaxIn[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimpleRPCRunnable::ajaxOut[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimpleRPCRunnable::ajaxFail[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimplePipeRunnable::getPipeURL[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimplePipeRunnable::getPipeMethod[]
14:19:14 DEBUG Log4js - overrideMethod: net.sf.j2s.ajax.SimplePipeRunnable::ajaxIn[]
14:19:14 DEBUG Log4js - overrideMethod: net.sf.j2s.ajax.SimplePipeRunnable::ajaxFail[]
14:19:14 DEBUG Log4js - overrideMethod: net.sf.j2s.ajax.SimplePipeRunnable::ajaxOut[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimplePipeRunnable::pipeDestroy[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimplePipeRunnable::pipeInit[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimplePipeRunnable::pipeCreated[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimplePipeRunnable::pipeFailed[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimplePipeRunnable::pipeLost[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimplePipeRunnable::pipeClosed[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimplePipeRunnable::pipeReset[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimplePipeRunnable::isPipeLive[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimplePipeRunnable::keepPipeLive[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimplePipeRunnable::updateStatus[~B]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimplePipeRunnable::deal[net.sf.j2s.ajax.SimpleSerializable]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.CompoundPipeSession::isPipeLive[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.CompoundPipeSession::pipeCreated[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.CompoundPipeSession::pipeDestroy[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.CompoundPipeSession::deal[net.sf.j2s.ajax.SimpleSerializable]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.CompoundPipeSession::deal[net.sf.j2s.ajax.CompoundPipeSession.PipeSessionClosedEvent]
14:19:14 DEBUG Log4js - overrideMethod: net.sf.j2s.ajax.CompoundPipeSession::getHttpURL[]
14:19:14 DEBUG Log4js - overrideMethod: net.sf.j2s.ajax.CompoundPipeSession::getHttpMethod[]
14:19:14 DEBUG Log4js - overrideMethod: net.sf.j2s.ajax.CompoundPipeSession::getPipeURL[]
14:19:14 DEBUG Log4js - overrideMethod: net.sf.j2s.ajax.CompoundPipeSession::getPipeMethod[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.CompoundPipeRunnable::nextSessionKey[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.CompoundPipeRunnable::construct[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.CompoundPipeRunnable::getSession[~S]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.CompoundPipeRunnable::pipeDestroy[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.CompoundPipeRunnable::pipeInit[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.CompoundPipeRunnable::isPipeLive[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.CompoundPipeRunnable::pipeClosed[]
14:19:14 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.CompoundPipeRunnable::pipeLost[]
14:19:15 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.CompoundPipeRunnable::keepPipeLive[]
14:19:15 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.CompoundPipeRunnable::updateStatus[~B]
14:19:15 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.CompoundPipeRunnable::weave[net.sf.j2s.ajax.CompoundPipeSession]
14:19:15 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.CompoundPipeRunnable::initPipeSession[net.sf.j2s.ajax.CompoundPipeSession]
14:19:15 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.CompoundPipeRunnable::unweave[net.sf.j2s.ajax.CompoundPipeSession]
14:19:15 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.CompoundPipeRunnable::getActivePipeSessionCount[]
14:19:15 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.CompoundPipeRunnable::isEmpty[]
14:19:15 DEBUG Log4js - overrideMethod: net.sf.j2s.ajax.CompoundPipeRunnable::deal[net.sf.j2s.ajax.SimpleSerializable]
14:19:15 DEBUG Log4js - overrideMethod: net.sf.j2s.ajax.CompoundPipeRunnable::getHttpURL[]
14:19:15 DEBUG Log4js - overrideMethod: net.sf.j2s.ajax.CompoundPipeRunnable::getHttpMethod[]
14:19:15 DEBUG Log4js - overrideMethod: net.sf.j2s.ajax.CompoundPipeRunnable::getPipeURL[]
14:19:15 DEBUG Log4js - overrideMethod: net.sf.j2s.ajax.CompoundPipeRunnable::getPipeMethod[]
14:19:15 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimpleRPCRequest::getRequstMode[]
14:19:15 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimpleRPCRequest::switchToAJAXMode[]
14:19:15 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimpleRPCRequest::switchToLocalJavaThreadMode[]
14:19:15 DEBUG Log4js - defineMethod: net.sf.j2s.ajax.SimpleRPCRequest::request[net.sf.j2s.ajax.SimpleRPCRunnable]
